"official_title","your_title","watch_date","type","year","decade","half_decade","age","runtime","genre1","genre2","genre3","seen","source","rating","imdb_rating","recommender"
"Michelle Pfeiffer(0201)","Michelle Pfeiffer","","actress","1958","1950","1955","64","","actress","soundtrack","producer","","","","",""
"Eva Green(0692)","Eva Green","","actress","1980","1980","1980","42","","actress","","","","","","",""
"Helena Bonham Carter(0307)","Helena Bonham Carter","","actress","1966","1960","1965","56","","actress","soundtrack","director","","","","",""
"Tim Burton(0318)","Tim Burton","","producer","1958","1950","1955","64","","producer","miscellaneous","director","","","","",""
"Seth Grahame-Smith(4381)","Seth Grahame-Smith","","writer","1976","1970","1975","46","","writer","producer","director","","","","",""
"John August(1864)","John August","","writer","1970","1970","1970","52","","writer","producer","soundtrack","","","","",""
"Dan Curtis(3303)","Dan Curtis","","producer","1927","1920","1925","95","","producer","writer","director","","","","",""
"Christi Dembrowski(8259)","Christi Dembrowski","","miscellaneous","1960","1960","1960","62","","miscellaneous","producer","executive","","","","",""
"Eric Christian Olsen(7638)","Eric Christian Olsen","","actor","1977","1970","1975","45","","actor","producer","soundtrack","","","","",""
"Nicholas D'Agosto(4900)","Nicholas D'Agosto","","actor","1980","1980","1980","42","","actor","soundtrack","","","","","",""
"Sarah Roemer(5255)","Sarah Roemer","","actress","1984","1980","1980","38","","actress","producer","","","","","",""
"Molly Sims(1356)","Molly Sims","","actress","1973","1970","1970","49","","actress","producer","soundtrack","","","","",""
"Will Gluck(3239)","Will Gluck","","producer","","","","","","producer","writer","miscellaneous","","","","",""
"Matthew Gross(3446)","Matthew Gross","","producer","","","","","","producer","miscellaneous","director","","","","",""
"Peter Jaysen(9779)","Peter Jaysen","","producer","","","","","","producer","director","writer","","","","",""
"Charles Weinstock(8482)","Charles Weinstock","","producer","","","","","","producer","executive","","","","","",""
"Richard Gibbs(6099)","Richard Gibbs","","music_department","1955","1950","1955","67","","music_department","composer","soundtrack","","","","",""
"James McTeigue(4625)","James McTeigue","","director","","","","","","director","assistant_director","producer","","","","",""
"Yahya Abdul-Mateen II(4344)","Yahya Abdul-Mateen II","","actor","1986","1980","1985","36","","actor","producer","","","","","",""
"Jonathan Groff(6147)","Jonathan Groff","","actor","1985","1980","1985","37","","actor","soundtrack","","","","","",""
"David Mitchell(0967)","David Mitchell","","writer","1969","1960","1965","53","","writer","actor","composer","","","","",""
"Aleksandar Hemon(7752)","Aleksandar Hemon","","writer","","","","","","writer","actor","","","","","",""
"Kevin Feige(0559)","Kevin Feige","","producer","1973","1970","1970","49","","producer","miscellaneous","production_manager","","","","",""
"Tom Holland(3618)","Tom Holland","","actor","1996","1990","1995","26","","actor","director","producer","","","","",""
"Zendaya(8035)","Zendaya","","actress","1996","1990","1995","26","","actress","producer","sound_department","","","","",""
"Jacob Batalon(8622)","Jacob Batalon","","actor","1996","1990","1995","26","","actor","","","","","","",""
"Jon Watts(8281)","Jon Watts","","director","1981","1980","1980","41","","director","producer","writer","","","","",""
"Chris McKenna(1344)","Chris McKenna","","producer","","","","","","producer","miscellaneous","writer","","","","",""
"Erik Sommers(3099)","Erik Sommers","","producer","","","","","","producer","writer","miscellaneous","","","","",""
"Stephanie Kaznocha(8717)","Stephanie Kaznocha","","editor","","","","","","editor","editorial_department","","","","","",""
"Karan Soni(5221)","Karan Soni","","actor","","","","","","actor","director","writer","","","","",""
"Kausar Mohammed(3887)","Kausar Mohammed","","actress","","","","","","actress","writer","producer","","","","",""
"Anders Holm(1082)","Anders Holm","","actor","1981","1980","1980","41","","actor","writer","producer","","","","",""
"Deepak Sethi(3909)","Deepak Sethi","","writer","","","","","","writer","actor","director","","","","",""
"Valerie Steinberg(7145)","Valerie Steinberg","","producer","","","","","","producer","actress","miscellaneous","","","","",""
"Michael Johnson(8747)","Michael Johnson","","soundtrack","","","","","","soundtrack","composer","","","","","",""
"Chad Shlosser(9982)","Chad Shlosser","","composer","","","","","","composer","","","","","","",""
"Jack McDonald(7027)","Jack McDonald","","camera_department","","","","","","camera_department","cinematographer","editor","","","","",""
"Ben Baudhuin(5807)","Ben Baudhuin","","editorial_department","","","","","","editorial_department","editor","miscellaneous","","","","",""
"Kathryn Newton(5980)","Kathryn Newton","","actress","1997","1990","1995","25","","actress","soundtrack","","","","","",""
"Celeste O'Connor(5936)","Celeste O'Connor","","actress","1998","1990","1995","24","","actress","","","","","","",""
"Misha Osherovich(8167)","Misha Osherovich","","actor","","","","","","actor","writer","producer","","","","",""
"Christopher Landon(4907)","Christopher Landon","","writer","1975","1970","1975","47","","writer","producer","director","","","","",""
"Michael Kennedy(8182)","Michael Kennedy","","miscellaneous","1980","1980","1980","42","","miscellaneous","writer","animation_department","","","","",""
"Jason Blum(9658)","Jason Blum","","producer","1969","1960","1965","53","","producer","executive","","","","","",""
"Bear McCreary(6970)","Bear McCreary","","composer","1979","1970","1975","43","","composer","music_department","soundtrack","","","","",""
"Laurie Rose(4802)","Laurie Rose","","cinematographer","","","","","","cinematographer","camera_department","sound_department","","","","",""
"Lawrence Sher(3394)","Lawrence Sher","","cinematographer","1970","1970","1970","52","","cinematographer","camera_department","director","","","","",""
"Simon Pegg(0408)","Simon Pegg","","actor","1970","1970","1970","52","","actor","writer","producer","","","","",""
"Nick Frost(6545)","Nick Frost","","actor","1972","1970","1970","50","","actor","writer","producer","","","","",""
"Mia Stallard(4886)","Mia Stallard","","actress","1996","1990","1995","26","","actress","","","","","","",""
"Eric Fellner(1479)","Eric Fellner","","producer","1959","1950","1955","63","","producer","miscellaneous","executive","","","","",""
"Nira Park(1912)","Nira Park","","producer","1967","1960","1965","55","","producer","miscellaneous","production_manager","","","","",""
"Adam Paulsen(7926)","Adam Paulsen","","producer","","","","","","producer","miscellaneous","executive","","","","",""
"Nicolas Cage(0115)","Nicolas Cage","","actor","1964","1960","1960","58","","actor","producer","soundtrack","","","","",""
"Alex Wolff(2974)","Alex Wolff","","actor","1997","1990","1995","25","","actor","soundtrack","composer","","","","",""
"Adam Arkin(5060)","Adam Arkin","","actor","1956","1950","1955","66","","actor","director","producer","","","","",""
"Cassandra Violet(8010)","Cassandra Violet","","composer","","","","","","composer","music_department","actor","","","","",""
"Michael Sarnoski(8825)","Michael Sarnoski","","editor","","","","","","editor","director","writer","","","","",""
"Vanessa Block(4382)","Vanessa Block","","producer","","","","","","producer","director","writer","","","","",""
"Thomas Benski(4434)","Thomas Benski","","producer","","","","","","producer","camera_department","executive","","","","",""
"David Carrico(7077)","David Carrico","","producer","","","","","","producer","","","","","","",""
"Ben Giladi(8460)","Ben Giladi","","producer","","","","","","producer","writer","cinematographer","","","","",""
"Brielle Hubert(9512)","Brielle Hubert","","production_designer","","","","","","production_designer","art_department","actress","","","","",""
"Kristie Krueger(2843)","Kristie Krueger","","actress","","","","","","actress","director","writer","","","","",""
"William Sterling(3590)","William Sterling","","actor","","","","","","actor","director","writer","","","","6.1",""
"Joan Urchin(6463)","Joan Urchin","","actress","","","","","","actress","","","","","","",""
"Elaine Mongeon(8032)","Elaine Mongeon","","miscellaneous","","","","","","miscellaneous","producer","director","","","","",""
"Glen Zipper(1772)","Glen Zipper","","producer","","","","","","producer","writer","miscellaneous","","","","",""
"Russell Sanzgiri(0564)","Russell Sanzgiri","","producer","1977","1970","1975","45","","producer","miscellaneous","production_manager","","","","",""
"Wojciech Golczewski(1129)","Wojciech Golczewski","","composer","1980","1980","1980","42","","composer","soundtrack","","","","","",""
"Bridger Nielson(1028)","Bridger Nielson","","cinematographer","1977","1970","1975","45","","cinematographer","director","camera_department","","","","",""
"Saul Herckis(8750)","Saul Herckis","","camera_department","","","","","","camera_department","actor","editor","","","","",""
"Joshua Wilmott(9186)","Joshua Wilmott","","editor","","","","","","editor","editorial_department","camera_department","","","","",""
"Jolene Andersen(9662)","Jolene Andersen","","actress","","","","","","actress","","","","","","",""
"Lauren Brown(1905)","Lauren Brown","","","","","","","","","","","","","","",""
"Monica Cho(3525)","Monica Cho","","actress","","","","","","actress","director","writer","","","","",""
"Kalyn Constable(0288)","Kalyn Constable","","actress","1994","1990","1990","28","","actress","","","","","","",""
"Meredith Alloway(7057)","Meredith Alloway","","director","","","","","","director","producer","actress","","","","",""
"Nicholas Philipides(4180)","Nicholas Philipides","","producer","","","","","","producer","assistant_director","writer","","","","",""
"Jonathan Singer-Vine(2687)","Jonathan Singer-Vine","","producer","","","","","","producer","director","writer","","","","",""
"Robert Allaire(3908)","Robert Allaire","","composer","","","","","","composer","music_department","writer","","","","",""
"Oren Soffer(6245)","Oren Soffer","","cinematographer","","","","","","cinematographer","camera_department","director","","","","",""
"Kyle Allen(3873)","Kyle Allen","","actor","1994","1990","1990","28","","actor","camera_department","","","","","",""
"Jermaine Harris(0089)","Jermaine Harris","","actor","","","","","","actor","","","","","","",""
"Anna Mikami(0942)","Anna Mikami","","actress","","","","","","actress","director","writer","","","","",""
"Ian Samuels(9682)","Ian Samuels","","director","","","","","","director","writer","editor","","","","",""
"Lev Grossman(7819)","Lev Grossman","","writer","","","","","","writer","miscellaneous","actor","","","","",""
"Ashley Fox(6779)","Ashley Fox","","producer","","","","","","producer","miscellaneous","","","","","",""
"Akiva Goldsman(6040)","Akiva Goldsman","","producer","1962","1960","1960","60","","producer","writer","director","","","","",""
"Gregory Lessans(4298)","Gregory Lessans","","producer","","","","","","producer","writer","miscellaneous","","","","",""
"Dan Spilo(8373)","Dan Spilo","","manager","","","","","","manager","producer","executive","","","","",""
"Rachael Leigh Cook(0337)","Rachael Leigh Cook","","actress","1979","1970","1975","43","","actress","producer","","","","","",""
"Damon Wayans Jr.(5458)","Damon Wayans Jr.","","actor","1982","1980","1980","40","","actor","writer","miscellaneous","","","","",""
"Caitlin Howden(0806)","Caitlin Howden","","actress","","","","","","actress","writer","producer","","","","",""
"Mark Steven Johnson(5756)","Mark Steven Johnson","","writer","1964","1960","1960","58","","writer","director","producer","","","","",""
"Elizabeth Hackett(6620)","Elizabeth Hackett","","writer","","","","","","writer","miscellaneous","producer","","","","",""
"Hilary Galanoy(4570)","Hilary Galanoy","","writer","","","","","","writer","miscellaneous","producer","","","","",""
"Margret H. Huddleston(4376)","Margret H. Huddleston","","producer","","","","","","producer","miscellaneous","production_manager","","","","",""
"Stephanie Slack(8239)","Stephanie Slack","","producer","","","","","","producer","make_up_department","miscellaneous","","","","",""
"Tyler Maddox(9305)","Tyler Maddox","","cinematographer","","","","","","cinematographer","camera_department","","","","","",""
"Joy Beeson(0567)","Joy Beeson","","","","","","","","","","","","","","7.4",""
"Beth Bowersox(9661)","Beth Bowersox","","","","","","","","","","","","","","7.4",""
"Abbie Davis(9676)","Abbie Davis","","","","","","","","","","","","","","7.4",""
"Jennifer Johnson(5110)","Jennifer Johnson","","","","","","","","","","","","","","7.4",""
"Zackary Canepari(8972)","Zackary Canepari","","producer","","","","","","producer","director","cinematographer","","","","",""
"Drea Cooper(5985)","Drea Cooper","","producer","","","","","","producer","director","cinematographer","","","","",""
"Gary Kout(8078)","Gary Kout","","producer","","","","","","producer","production_manager","actor","","","","",""
"Matthew Joynt(3538)","Matthew Joynt","","composer","","","","","","composer","soundtrack","music_department","","","","",""
"John H.L. Baker(1849)","John H.L. Baker","","camera_department","","","","","","camera_department","cinematographer","director","","","","",""
"Buzz Pierce(7473)","Buzz Pierce","","editor","","","","","","editor","visual_effects","editorial_department","","","","",""
"Dane Arnold(0660)","Dane Arnold","","actor","","","","","","actor","","","","","","",""
"Jed Maheu(8817)","Jed Maheu","","actor","","","","","","actor","composer","camera_department","","","","",""
"Nick Thorburn(9829)","Nick Thorburn","","music_department","","","","","","music_department","actor","soundtrack","","","","",""
"Calvin Reeder(5221)","Calvin Reeder","","director","","","","","","director","actor","writer","","","","",""
"Malcolm Pullinger(8490)","Malcolm Pullinger","","producer","","","","","","producer","editor","editorial_department","","","","",""
"Nicholas Brawley(6072)","Nicholas Brawley","","composer","","","","","","composer","sound_department","","","","","",""
"Steven Breckon(3982)","Steven Breckon","","camera_department","","","","","","camera_department","cinematographer","","","","","",""
"Vanessa Kirby(8952)","Vanessa Kirby","","actress","1988","1980","1985","34","","actress","soundtrack","producer","","","","",""
"Iliza Shlesinger(5597)","Iliza Shlesinger","","writer","1983","1980","1980","39","","writer","producer","actress","","","","",""
"Kornél Mundruczó(0960)","Kornél Mundruczó","","actor","1975","1970","1975","47","","actor","director","writer","","","","",""
"Kata Wéber(0537)","Kata Wéber","","actress","1980","1980","1980","42","","actress","writer","casting_director","","","","",""
"Ashley Levinson(2534)","Ashley Levinson","","producer","","","","","","producer","miscellaneous","executive","","","","",""
"Kevin Turen(4530)","Kevin Turen","","producer","1979","1970","1975","43","","producer","writer","miscellaneous","","","","",""
"Adam Gorgoni(0901)","Adam Gorgoni","","composer","1963","1960","1960","59","","composer","music_department","soundtrack","","","","",""
"Adam Carolla(4805)","Adam Carolla","","writer","1964","1960","1960","58","","writer","producer","actor","","","","",""
"John Michael Higgins(3422)","John Michael Higgins","","actor","1963","1960","1960","59","","actor","soundtrack","music_department","","","","",""
"Rob Benedict(0810)","Rob Benedict","","actor","1970","1970","1970","52","","actor","writer","producer","","","","",""
"Steve Howey(2538)","Steve Howey","","actor","1977","1970","1975","45","","actor","producer","soundtrack","","","","",""
"Thomas Augsberger(1835)","Thomas Augsberger","","producer","","","","","","producer","actor","","","","","",""
"Rhoades Rader(5476)","Rhoades Rader","","producer","","","","","","producer","actor","miscellaneous","","","","",""
"Valentina Leduc Navarro(6654)","Valentina Leduc Navarro","","editor","1969","1960","1965","53","","editor","director","writer","","","","",""
"Lorena Ramirez(5933)","Lorena Ramirez","","","","","","","","","","","","","","",""
"Mario Ramírez(8232)","Mario Ramírez","","","","","","","","","","","","","","7.0",""
"Santiago Ramírez(8233)","Santiago Ramírez","","","","","","","","","","","","","","7.0",""
"Juana Ramírez(8234)","Juana Ramírez","","","","","","","","","","","","","","7.0",""
"Juan Carlos Rulfo(0032)","Juan Carlos Rulfo","","director","1964","1960","1960","58","","director","cinematographer","producer","","","","",""
"Daniela Alatorre(8286)","Daniela Alatorre","","producer","","","","","","producer","miscellaneous","director","","","","",""
"Elena Fortes(7749)","Elena Fortes","","producer","","","","","","producer","","","","","","",""
"Leonardo Heiblum(5768)","Leonardo Heiblum","","composer","","","","","","composer","music_department","sound_department","","","","",""
"Hatuey Viveros Lavielle(1434)","Hatuey Viveros Lavielle","","cinematographer","","","","","","cinematographer","director","producer","","","","",""
"Shôjirô Nishimi(2722)","Shôjirô Nishimi","","animation_department","","","","","","animation_department","art_department","director","","","","",""
"Kevin Conroy(5834)","Kevin Conroy","","actor","1955","1950","1955","67","","actor","producer","soundtrack","","","","",""
"Jason Marsden(5189)","Jason Marsden","","actor","1975","1970","1975","47","","actor","producer","director","","","","",""
"Scott Menville(9914)","Scott Menville","","actor","1971","1970","1970","51","","actor","miscellaneous","soundtrack","","","","",""
"George Newbern(7624)","George Newbern","","actor","1964","1960","1960","58","","actor","soundtrack","director","","","","",""
"Yasuhiro Aoki(8463)","Yasuhiro Aoki","","animation_department","","","","","","animation_department","art_department","director","","","","",""
"Futoshi Higashide(1848)","Futoshi Higashide","","animation_department","","","","","","animation_department","director","art_department","","","","",""
"Toshiyuki Kubooka(3549)","Toshiyuki Kubooka","","animation_department","","","","","","animation_department","art_department","director","","","","",""
"Hiroshi Morioka(5961)","Hiroshi Morioka","","art_department","","","","","","art_department","director","assistant_director","","","","",""
"Jong-Sik Nam(5378)","Jong-Sik Nam","","animation_department","","","","","","animation_department","director","art_department","","","","",""
"Alana Haim(6229)","Alana Haim","","soundtrack","1991","1990","1990","31","","soundtrack","actress","composer","","","","",""
"Cooper Hoffman(6274)","Cooper Hoffman","","actor","","","","","","actor","","","","","","7.300000000000001",""
"Tom Waits(1823)","Tom Waits","","soundtrack","1949","1940","1945","73","","soundtrack","actor","composer","","","","",""
"Adam Somner(4114)","Adam Somner","","assistant_director","","","","","","assistant_director","producer","miscellaneous","","","","",""
"Jonny Greenwood(9351)","Jonny Greenwood","","soundtrack","1971","1970","1970","51","","soundtrack","composer","actor","","","","",""
"Michael Bauman(2177)","Michael Bauman","","camera_department","","","","","","camera_department","cinematographer","","","","","",""
"Hank Corwin(1650)","Hank Corwin","","editor","","","","","","editor","miscellaneous","producer","","","","",""
"Jennifer Lawrence(5369)","Jennifer Lawrence","","actress","1990","1990","1990","32","","actress","soundtrack","producer","","","","",""
"Meryl Streep(0658)","Meryl Streep","","actress","1949","1940","1945","73","","actress","soundtrack","producer","","","","",""
"Adam McKay(0912)","Adam McKay","","producer","1968","1960","1965","54","","producer","writer","director","","","","",""
"David Sirota(8503)","David Sirota","","producer","","","","","","producer","writer","","","","","",""
"Kevin J. Messick(2111)","Kevin J. Messick","","producer","1966","1960","1965","56","","producer","executive","writer","","","","",""
"Nicholas Britell(5109)","Nicholas Britell","","composer","1980","1980","1980","42","","composer","music_department","soundtrack","","","","",""
"Linus Sandgren(1874)","Linus Sandgren","","cinematographer","1972","1970","1970","50","","cinematographer","visual_effects","camera_department","","","","",""
"Stephen Barton(4659)","Stephen Barton","","composer","1982","1980","1980","40","","composer","music_department","soundtrack","","","","",""
"Megan Fox(3271)","Megan Fox","","actress","1986","1980","1985","36","","actress","producer","writer","","","","",""
"Adam Brody(1013)","Adam Brody","","actor","1979","1970","1975","43","","actor","producer","soundtrack","","","","",""
"Johnny Simmons(5447)","Johnny Simmons","","actor","1986","1980","1985","36","","actor","","","","","","",""
"Karyn Kusama(6201)","Karyn Kusama","","director","1968","1960","1965","54","","director","producer","writer","","","","",""
"Diablo Cody(9505)","Diablo Cody","","writer","1978","1970","1975","44","","writer","producer","actress","","","","",""
"Daniel Dubiecki(9277)","Daniel Dubiecki","","producer","1977","1970","1975","45","","producer","assistant_director","executive","","","","",""
"Mason Novick(9504)","Mason Novick","","producer","1974","1970","1970","48","","producer","manager","actor","","","","",""
"Jason Reitman(8646)","Jason Reitman","","producer","1977","1970","1975","45","","producer","director","writer","","","","",""
"Nathan Barr(6550)","Nathan Barr","","composer","","","","","","composer","soundtrack","music_department","","","","",""
"Paul Bettany(9273)","Paul Bettany","","actor","1971","1970","1970","51","","actor","producer","director","","","","7.900000000000001",""
"Sophia Lillis(6118)","Sophia Lillis","","actress","2002","2000","2000","20","","actress","","","","","","",""
"Peter Macdissi(1589)","Peter Macdissi","","actor","","","","","","actor","producer","soundtrack","","","","",""
"Steve Zahn(1872)","Steve Zahn","","actor","1967","1960","1965","55","","actor","soundtrack","producer","","","","",""
"Alan Ball(0332)","Alan Ball","","producer","1957","1950","1955","65","","producer","writer","miscellaneous","","","","",""
"Bill Block(8848)","Bill Block","","producer","","","","","","producer","production_manager","executive","","","","",""
"Michael Costigan(5611)","Michael Costigan","","producer","","","","","","producer","","","","","","",""
"Stephanie Meurer(1112)","Stephanie Meurer","","producer","","","","","","producer","production_manager","miscellaneous","","","","",""
"Jay Van Hoy(2606)","Jay Van Hoy","","producer","","","","","","producer","assistant_director","miscellaneous","","","","",""
"Jeffrey Soros(8928)","Jeffrey Soros","","producer","","","","","","producer","actor","executive","","","","",""
"Dennis Dean(7866)","Dennis Dean","","","","","","","","","","","","","","",""
"Lynn Henry(7865)","Lynn Henry","","","","","","","","","","","","","","",""
"Anne Kincer(7863)","Anne Kincer","","","","","","","","","","","","","","",""
"Reggie Kincer(7864)","Reggie Kincer","","","","","","","","","","","","","","",""
"Lance Oppenheim(5262)","Lance Oppenheim","","director","","","","","","director","producer","editor","","","","",""
"Simon Horsman(1041)","Simon Horsman","","producer","","","","","","producer","miscellaneous","executive","","","","",""
"Kathleen Lingo(8345)","Kathleen Lingo","","producer","","","","","","producer","miscellaneous","director","","","","",""
"Melissa Oppenheim(2137)","Melissa Oppenheim","","producer","","","","","","producer","writer","art_director","","","","",""
"Derek Russell(9525)","Derek Russell","","editor","","","","","","editor","miscellaneous","","","","","",""
"Jared Black(8200)","Jared Black","","","","","","","","","","","","","","6.2",""
"Ryan Bordenave(8193)","Ryan Bordenave","","","","","","","","","","","","","","6.2",""
"Jason Cambre(8199)","Jason Cambre","","","","","","","","","","","","","","6.2",""
"Colt Connell(8204)","Colt Connell","","","","","","","","","","","","","","6.2",""
"Jake Williams(1328)","Jake Williams","","producer","","","","","","producer","editor","writer","","","","",""
"John Shaw(2468)","John Shaw","","producer","","","","","","producer","director","actor","","","","",""
"Matthew Jordan Leeds(1736)","Matthew Jordan Leeds","","music_department","","","","","","music_department","composer","","","","","",""
"Nicholas Novak(7316)","Nicholas Novak","","editorial_department","","","","","","editorial_department","sound_department","visual_effects","","","","",""
"Zachary Rezowalli(1520)","Zachary Rezowalli","","miscellaneous","","","","","","miscellaneous","special_effects","camera_department","","","","",""
"Sean McElwee(6280)","Sean McElwee","","cinematographer","","","","","","cinematographer","camera_department","miscellaneous","","","","",""
"Alison Brie(5340)","Alison Brie","","actress","1982","1980","1980","40","","actress","producer","soundtrack","","","","",""
"Molly Shannon(8340)","Molly Shannon","","actress","1964","1960","1960","58","","actress","soundtrack","writer","","","","",""
"Goldenite(7981)","Goldenite","","actress","","","","","","actress","","","","","","5.9",""
"Stella Chestnut(9059)","Stella Chestnut","","actress","","","","","","actress","","","","","","",""
"Jeff Baena(7885)","Jeff Baena","","writer","1977","1970","1975","45","","writer","director","producer","","","","",""
"Alana Carithers(2493)","Alana Carithers","","miscellaneous","","","","","","miscellaneous","producer","actress","","","","",""
"Mel Eslyn(0555)","Mel Eslyn","","producer","1983","1980","1980","39","","producer","production_manager","writer","","","","",""
"Josiah Steinbrick(4844)","Josiah Steinbrick","","composer","","","","","","composer","actor","music_department","","","","",""
"Jeremy Zuckerman(4276)","Jeremy Zuckerman","","composer","","","","","","composer","sound_department","music_department","","","","",""
"Joseph M. Caracciolo Jr.(5847)","Joseph M. Caracciolo Jr.","","producer","","","","","","producer","production_manager","art_department","","","","",""
"Timothée Chalamet(4303)","Timothée Chalamet","","actor","1995","1990","1995","27","","actor","","","","","","",""
"Rebecca Ferguson(2581)","Rebecca Ferguson","","actress","1983","1980","1980","39","","actress","soundtrack","producer","","","","",""
"Oscar Isaac(9966)","Oscar Isaac","","actor","1979","1970","1975","43","","actor","soundtrack","producer","","","","",""
"Denis Villeneuve(8288)","Denis Villeneuve","","director","1967","1960","1965","55","","director","writer","editor","","","","",""
"Jon Spaihts(3612)","Jon Spaihts","","writer","","","","","","writer","producer","director","","","","",""
"Frank Herbert(8541)","Frank Herbert","","writer","1920","1920","1920","102","","writer","","","","","","",""
"Cale Boyter(2547)","Cale Boyter","","producer","","","","","","producer","executive","","","","","",""
"Jack Cruz(7181)","Jack Cruz","","actor","","","","","","actor","","","","","","6.4",""
"Toototabon(7182)","Toototabon","","","","","","","","","","","","","","6.4",""
"Emily Stofle(1343)","Emily Stofle","","actress","","","","","","actress","art_department","","","","","",""
"Sabrina S. Sutherland(2301)","Sabrina S. Sutherland","","miscellaneous","","","","","","miscellaneous","producer","actress","","","","",""
"Scott Andrew Ressler(0397)","Scott Andrew Ressler","","camera_department","","","","","","camera_department","cinematographer","writer","","","","",""
"Enda Walsh(9629)","Enda Walsh","","writer","1967","1960","1965","55","","writer","director","actor","","","","",""
"Mia Goth(1405)","Mia Goth","","actress","1993","1990","1990","29","","actress","soundtrack","","","","","",""
"Matthew Goode(8828)","Matthew Goode","","actor","1978","1970","1975","44","","actor","","","","","","",""
"Claudie Blakley(6865)","Claudie Blakley","","actress","1973","1970","1970","49","","actress","soundtrack","","","","","",""
"Eleanor De Swaef-Roels(8307)","Eleanor De Swaef-Roels","","actress","","","","","","actress","","","","","","6.799999999999999",""
"Paloma Baeza(6469)","Paloma Baeza","","actress","1975","1970","1975","47","","actress","director","producer","","","","",""
"Emma De Swaef(9195)","Emma De Swaef","","director","","","","","","director","writer","animation_department","","","","",""
"Niki Lindroth von Bahr(8166)","Niki Lindroth von Bahr","","director","","","","","","director","writer","animation_department","","","","",""
"Marc James Roels(8505)","Marc James Roels","","director","","","","","","director","producer","writer","","","","",""
"Johannes Nyholm(2183)","Johannes Nyholm","","writer","1974","1970","1970","48","","writer","producer","director","","","","",""
"Taylor Tomlinson(4866)","Taylor Tomlinson","","writer","1993","1990","1990","29","","writer","actress","producer","","","","",""
"Marcus Raboy(8560)","Marcus Raboy","","director","1965","1960","1965","57","","director","producer","cinematographer","","","","",""
"Alex McKinzie(9889)","Alex McKinzie","","miscellaneous","","","","","","miscellaneous","producer","","","","","",""
"Jeff Thorsen(6680)","Jeff Thorsen","","producer","","","","","","producer","production_manager","","","","","",""
"Dylan Sanford(2469)","Dylan Sanford","","camera_department","","","","","","camera_department","cinematographer","editorial_department","","","","",""
"Dave Harrison(8081)","Dave Harrison","","editor","","","","","","editor","editorial_department","","","","","",""
"Bruce Ryan(2449)","Bruce Ryan","","production_designer","","","","","","production_designer","art_director","art_department","","","","",""
"Michael Govier(4728)","Michael Govier","","actor","","","","","","actor","writer","producer","","","","",""
"Will McCormack(6489)","Will McCormack","","actor","1974","1970","1970","48","","actor","producer","writer","","","","",""
"Gerald Chamales(5731)","Gerald Chamales","","producer","","","","","","producer","","","","","","",""
"Maryann Garger(7214)","Maryann Garger","","producer","","","","","","producer","production_manager","miscellaneous","","","","",""
"Gary Gilbert(4784)","Gary Gilbert","","producer","","","","","","producer","actor","executive","","","","",""
"Lindsay Marcus(6549)","Lindsay Marcus","","music_department","","","","","","music_department","soundtrack","composer","","","","",""
"Peter Ettinger(2201)","Peter Ettinger","","editorial_department","1971","1970","1970","51","","editorial_department","director","editor","","","","",""
"R. Brett Thomas(7898)","R. Brett Thomas","","editor","","","","","","editor","editorial_department","producer","","","","",""
"Katie Burton(1362)","Katie Burton","","actress","","","","","","actress","producer","","","","","",""
"Zack Gottsagen(9377)","Zack Gottsagen","","actor","1985","1980","1985","37","","actor","","","","","","",""
"George Lopez(0064)","George Lopez","","producer","1961","1960","1960","61","","producer","actor","writer","","","","",""
"Marlene Forte(7168)","Marlene Forte","","actress","","","","","","actress","producer","director","","","","",""
"Lorena Gordon(5245)","Lorena Gordon","","miscellaneous","","","","","","miscellaneous","producer","director","","","","",""
"Joseph Channell(1483)","Joseph Channell","","producer","","","","","","producer","director","editor","","","","",""
"Aj Gordon(6989)","Aj Gordon","","producer","","","","","","producer","camera_department","","","","","",""
"Benjamin Louis Brody(6304)","Benjamin Louis Brody","","composer","","","","","","composer","music_department","","","","","",""
"Devesh Verma(2027)","Devesh Verma","","editor","1986","1980","1985","36","","editor","animation_department","editorial_department","","","","",""
"Jody Hill(5817)","Jody Hill","","producer","","","","","","producer","writer","director","","","","",""
"Donald De Line(9773)","Donald De Line","","producer","","","","","","producer","executive","","","","","",""
"Joseph Stephens(9129)","Joseph Stephens","","composer","","","","","","composer","soundtrack","music_department","","","","",""
"Tim Orr(0615)","Tim Orr","","cinematographer","1968","1960","1965","54","","cinematographer","camera_department","location_management","","","","",""
"Zene Baker(9026)","Zene Baker","","editor","","","","","","editor","editorial_department","actor","","","","",""
"Robert Elswit(5696)","Robert Elswit","","cinematographer","1950","1950","1950","72","","cinematographer","visual_effects","camera_department","","","","",""
"Jeff Bridges(0313)","Jeff Bridges","","actor","1949","1940","1945","73","","actor","soundtrack","producer","","","","",""
"Grant Heslov(1416)","Grant Heslov","","producer","1963","1960","1960","59","","producer","actor","director","","","","",""
"Jon Ronson(0160)","Jon Ronson","","","1967","1960","1965","55","","","","","","","","",""
"Peter Straughan(1186)","Peter Straughan","","writer","","","","","","writer","director","script_department","","","","",""
"Paul Lister(4264)","Paul Lister","","producer","","","","","","producer","","","","","","",""
"Rolfe Kent(8843)","Rolfe Kent","","soundtrack","1963","1960","1960","59","","soundtrack","music_department","composer","","","","",""
"Timothy Dalton(1096)","Timothy Dalton","","actor","1946","1940","1945","76","","actor","soundtrack","","","","","",""
